job_title,company,job_location,search_city,search_country,job_level,branch,job_skills,last_processed_time,url
Trưởng Phòng Kinh Doanh - Dịch Vụ Chăm Sóc Khách Hàng,Công Ty TNHH Dịch Vụ Và Đầu Tư Velex,"1487 Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TP Hồ Chí Minh",TP Hồ Chí Minh,Việt Nam,Quản lý nhóm- giám sát,"Bán hàng - Kinh doanh, Chăm sóc khách hàng, Bán sỉ - Bán lẻ - Quản lý cửa hàng","•    Giới tính: NỮ - Có Ngoại Hình.•    Độ tuổi: Từ 30 tuổi trở lên. •    Có nhiều năm kinh nghiệm trong lĩnh vực Sale/Bán Hàng/Dịch Vụ Chăm Sóc KH,kết nối tìm kiếm Khách Hàng.•    Có từ ít nhất 2 năm kinh nghiệm trở lên trong việc Quản lý đội ngũ kinh doanh, quản trị nhân sự và định hướng xây dựng phát triển phòng Ban về Doanh Thu.•    Trình độ: Tốt nghiệp đại học/cao đẳng các ngành.•    Tính cách: Chuyên nghiệp,năng động linh hoạt,chịu được áp lực từ công việc và thời gian làm việc.•    Kỹ năng vi tính: Sử dụng được vi tính văn phòng (Word, Excel, Internet, Email….)•    Phẩm chất cá nhân: Chủ động - Trách nhiệm - Trung thực, vui vẻ kết nối hiệu quả ,dễ gây thiện cảm, có định hướng gắn bó lâu dài.•    Kỹ năng khác: Đàm phán, giải quyết vấn đề, làm việc nhóm, làm việc độc lập, lập kế hoạch, quản lý công việc tốt và xử lý tình huống khi có vấn đề phát sinh.",24/03/2025 08:29,https://vieclam24h.vn/ban-hang-kinh-doanh/truong-phong-kinh-doanh-dich-vu-cham-soc-khach-hang-c13p122id200521249.html?open_from=0201_1_26&search_id=33cbe760ec9e067ed7e5c0921a2a6987
Thợ In Offset - Lương Lên Đến 30 Triệu,Công ty TNHH bao bì United,"Lô A5 - 1, Khu A5, Đường D4, KCN Tân Phú Trung, Xã Tân Phú Trung, Huyện Củ Chi, TP. HCM, Việt Nam",Việt Nam,Việt Nam,Chuyên viên- nhân viên,"Vận hành - Bảo trì - Bảo dưỡng, Xuất bản - In ấn, Khoa học - Kỹ thuật","-Kinh nghiệm từng làm thợ in từ 1 năm.-Nam nhanh nhẹ , hoạt bát-Siêng năng",24/03/2025 08:29,https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/tho-in-offset-luong-len-den-30-trieu-c10p122id200531403.html?open_from=0201_1_27&search_id=33cbe760ec9e067ed7e5c0921a2a6987
Kỹ Sư Lập Trình Plc,Công Ty TNHH Giải Pháp Tự Động Hóa Vias,Số 363 An Dương Vương Tây Hồ Hà Nội,Số 363 An Dương Vương Tây Hồ Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Điện - Điện tử - Điện lạnh, Cơ khí - Ô tô - Tự động hóa, Khoa học - Kỹ thuật","Tốt nghiệp đại học chuyên ngành điện, tự động hóa, điều khiển,..Có từ 2 năm kinh nghiệp lập trình PLC Siemens.Có khả năng lập trình PLC, HMI, Servo, … của hãng SiemensCó kinh nghiệm (ít nhất 2 năm) lập trình PLC SIEMENS, MITSUBISHI. Có thể lập trình với ngôn ngữ LAD, STL, SCL.Có kiến thức về các thiết bị kết nối với PLC như HMI, IO, RFID, Vision, ...Có kiến thức về truyền thông công nghiệp, OPC UASẵn sàng tăng ca để đảm bảo tiến độ của dự án khi có yêu cầu.",24/03/2025 08:29,https://vieclam24h.vn/dien-dien-tu-dien-lanh/ky-su-lap-trinh-plc-c41p73id200525578.html?open_from=0201_1_28&search_id=33cbe760ec9e067ed7e5c0921a2a6987
Chuyên Viên Tư Vấn Giáo Dục - Lương Từ 13 Triệu / Tháng - Khu Vực Tỉnh Ninh Bình,Hệ Thống Anh Ngữ Quốc Tế Ocean Edu - Công Ty Cổ Phần Giáo Dục Và Đào Tạo Thanh Hóa,Phỏng vấn trực tiếp tại chi nhánh ứng viên ứng tuyển,Phỏng vấn trực tiếp tại chi nhánh ứng viên ứng tuyển,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Chăm sóc khách hàng, Giáo dục - Đào tạo","Tốt nghiệp Cao đẳng trở lên, không yêu cầu chuyên ngành.Độ tuổi 22 - 35Có kỹ năng giao tiếp, thuyết phục tốt. Không nói ngọngCó kỹ năng tư duy, xử lý vấn đề tốtCó khả năng làm việc độc lập và làm việc nhóm tốt.Ưu tiên các bạn đã có kinh nghiệm kinh doanh, tư vấn, bán hàng, chăm sóc khách hàng,...",24/03/2025 08:28,https://vieclam24h.vn/ban-hang-kinh-doanh/chuyen-vien-tu-van-giao-duc-luong-tu-13-trieu-thang-khu-vuc-tinh-ninh-binh-c13p97id200527265.html?open_from=0201_1_29&search_id=33cbe760ec9e067ed7e5c0921a2a6987
Nhân Viên Kỹ Thuật Điện - Điện Tử,Công Ty TNHH Phồn Thịnh Tae Gwang,"Km 6+500 Đại Lộ Thăng Long, CCN An Khánh, Hoài Đức, TP. Hà Nội",TP. Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Điện - Điện tử - Điện lạnh, Khoa học - Kỹ thuật, Vận hành - Bảo trì - Bảo dưỡng","- Tốt nghiệp Trung cấp/Cao đẳng/Đại học/Học nghề chuyên ngành Điện – Điện tử - Trung thực, tiếp thu, có căn bản và chịu được áp lực công việc.",24/03/2025 08:28,https://vieclam24h.vn/dien-dien-tu-dien-lanh/nhan-vien-ky-thuat-dien-dien-tu-c41p73id200527060.html?open_from=0201_1_30&search_id=33cbe760ec9e067ed7e5c0921a2a6987
"Nhân Viên Kinh Doanh (Sale) Hoài Đức, Hà Nội",Công Ty Cổ Phần Sản Xuất Thương Mại Dịch Vụ Mỹ Thuật Tân Việt,"Km 15 Đại Lộ Thăng Long, Đội 3 Thôn Quyết, Tiến Xã Vân Côn, Huyện Hoài Đức, HN.",HN.,Việt Nam,Chuyên viên- nhân viên,Bán hàng - Kinh doanh,"Ưu tiên nhân viên có kinh nghiệm sales từ 06 tháng – 1 năm trở lên.Tốt nghiệp Trung cấp trở lên.Có đam mê và yêu thích công việc bán hàng.Kĩ năng giao tiếp, và xử lý tình huống linh hoạt nhanh nhạyCó tinh thần trách nhiệm cao trong công việcThời gian làm từ 8.00h sáng đến 17.00h chiều, từ Thứ 2- Thứ 7. ( nghỉ trưa 12.00h - 13.00h)",24/03/2025 08:28,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-sale-hoai-duc-ha-noi-c13p73id200531728.html?open_from=0201_2_1&search_id=965a0dbb43a7b8810996d623a20950b4
Kiến Trúc Sư,Công Ty TNHH Thương Mại Và Dịch Vụ Luxury House Việt Nam,"Căn 5.35 Khu Khai Sơn Tower, Khai Sơn City, Đường Lý Sơn, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Hà Nội,Việt Nam,Chuyên viên- nhân viên,Kiến trúc - Thiết kế nội ngoại thất,"Tốt nghiệp từ Cao Đẳng, Đại Học chuyên ngành thiết kế kiến trúc và chuyên ngành liên quan Có kinh nghiệm 2 năm ở vị trí tương tự. Có sức khỏe tốt, trung thực, có tinh thần gắn bó.Độ tuổi từ 25 – 32.",24/03/2025 08:28,https://vieclam24h.vn/kien-truc-thiet-ke-noi-ngoai-that/kien-truc-su-c4p73id200523650.html?open_from=0201_2_2&search_id=965a0dbb43a7b8810996d623a20950b4
"Nhân Viên Tư Vấn Tuyển Sinh (Thái Nguyên, Phú Thọ, Bắc Giang) - Đi Làm Ngay",Công Ty Cổ Phần Đầu Tư Và Phát Triển Giáo Dục Army Việt Nam,"Số nhà 45 đường Lưu Quang Vũ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Giáo dục - Đào tạo, Chăm sóc khách hàng, Bán hàng - Kinh doanh","Tốt nghiệp Trung Cấp trở lênĐã có kinh nghiệm làm bán hàng/tư vấn/CSKH tại các trung tâm thuộc lĩnh vực giáo dục là 1 lợi thế.Chịu được áp lực về mặt doanh thu, telesales…Giọng nói chuẩn, nhạy bén với các cơ hội kinh doanh, ưu tiên các bạn đã từng đạt thành tích trong công việc.Làm việc ngày cuối tuần và được nghỉ bù ngày trong tuần.",24/03/2025 08:28,https://vieclam24h.vn/giao-duc-dao-tao/nhan-vien-tu-van-tuyen-sinh-thai-nguyen-phu-tho-bac-giang-di-lam-ngay-c32p84id200524321.html?open_from=0201_2_3&search_id=965a0dbb43a7b8810996d623a20950b4
Nhân Viên Kinh Doanh Lương Cứng Upto 15Tr (Ưu Tiên Nam),"Công Ty Cổ Phần Xnk Kỹ Nghệ Á Đông (Patech..,jsc)","Số 8 Võ Văn Dũng, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",Việt Nam,Việt Nam,Chuyên viên- nhân viên,"IT Phần cứng - Mạng, Bán hàng - Kinh doanh, Bán sỉ - Bán lẻ - Quản lý cửa hàng","Độ tuổi từ 1990 - 2002.Nhanh nhẹn, biết lắng nghe,  giọng nói lưu loát, tự tin, dễ nghe.Kiên nhẫn, yêu thích kinh doanh, đam mê kiếm tiềnCó kinh nghiệm kinh doanh, bán hàng, tư vấn CSKH là 1 lợi thế.Sẵn sàng di chuyểnCó Laptop cá nhân.",24/03/2025 08:27,https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-kinh-doanh-luong-cung-upto-15tr-uu-tien-nam-c7p73id200529998.html?open_from=0201_2_4&search_id=965a0dbb43a7b8810996d623a20950b4
Nhân Viên Kinh Doanh Thuốc Bảo Vệ Thực Vật Thu Nhập Trên 30Tr,CTY TNHH THUỐC BVTV BÔNG SEN VÀNG,"192/58 Nguyễn Oanh, P17, Q Gò Vấp",Q Gò Vấp,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Hóa học - Hóa sinh, Nông - Lâm - Ngư nghiệp","- Có kinh nghiệm trên địa bàn ứng tuyển- Bắt buộc: Có kinh nghiệm trong thị trường thuốc BVTV- Am hiểu thị trường thuốc BVTV, hoạt chất thuốc.- Ưu tiên: Anh em siêng năng, nhiệt huyết, có bằng lái B2.- Giới tính: Nam / Nữ  tuổi từ 22 đến 35t.",24/03/2025 08:27,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-thuoc-bao-ve-thuc-vat-thu-nhap-tren-30tr-c13p114id200520789.html?open_from=0201_2_5&search_id=965a0dbb43a7b8810996d623a20950b4
"Nhân Viên Kỹ Thuật (Cơ Khí, Điện,QC) - Không Yêu Cầu Kinh Nghiệm",Công Ty Cổ Phần Kim Khí Thăng Long,"PHƯỜNG SÀI ĐỒNG, QUẬN LONG BIÊN, HÀ NỘI, VIỆT NAM",VIỆT NAM,Việt Nam,Chuyên viên- nhân viên,"Cơ khí - Ô tô - Tự động hóa, Điện - Điện tử - Điện lạnh, Khoa học - Kỹ thuật","- Tốt nghiệp Cao đẳng, Đại học chuyên ngành Kỹ Thuật, Cơ Khí, Điện, QC ...- Kinh nghiệm: ưu tiên sinh viên mới ra trường (có bảng điểm hoặc bằng tốt nghiệp), không cần kinh nghiệm- Tiếng Anh Kỹ thuật cơ bản- Thành thạo phần mềm AutoCad, 2D, 3D hoặc SoildWorks.- Biết về CAD/CAM, CNC- Tiêu chuẩn cơ khí (dung sai...)",24/03/2025 08:27,https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/nhan-vien-ky-thuat-co-khi-dien-qc-khong-yeu-cau-kinh-nghiem-c47p73id200522906.html?open_from=0201_2_6&search_id=965a0dbb43a7b8810996d623a20950b4
Nhân Viên Lễ Tân Khách Sạn - Đi Làm Ngay,RESTAURANT DAI VIET - THE RICE HOTEL COMPANY LIMITED,"1/ THE RICE HOTEL: 40/9 Bùi Viện, Phường  Phạm Ngũ  Lão, Quận  1.
2/ SEN ĐẠI VIỆT RESTAURANT: 226 - 228 Bùi Viện, Phường Phạm Ngũ Lão, Quận 1",Quận 1,Việt Nam,Chuyên viên- nhân viên,"Khách sạn - Nhà hàng - Du lịch, Nghề nghiệp khác, Lao động phổ thông","Tuổi từ 18-29Ngoại hình ưa nhìn, lịch sựGiao tiếp tiếng anh tốt (môi trường làm việc 80% khách nước ngoài)Có kinh nghiệm làm lễ tân khách sạnCó khả năng làm việc độc lập; gắn kết tập thể; giải quyết vấn để, chăm sóc khách hàngBảo mật thông tin khách hàngVà các công việc do Quản lý hoặc Trưởng bộ phận phân công",24/03/2025 08:27,https://vieclam24h.vn/khach-san-nha-hang-du-lich/nhan-vien-le-tan-khach-san-di-lam-ngay-c5p122id200530200.html?open_from=0201_2_7&search_id=965a0dbb43a7b8810996d623a20950b4
Nhân Viên Livestreams Tiktok - Không Yêu Cầu Kinh Nghiệm,Công Ty TNHH Truyền Thông Sáng Tạo Xanh,"Hoàng Như Tiếp, Bồ Đề, Long Biên, Hà Nội.",Hà Nội.,Việt Nam,Chuyên viên- nhân viên,"Thông tin - Truyền thông - Quảng cáo, Marketing, Bán hàng - Kinh doanh","- Giới tính: Nữ, tuổi từ 18-30, ngoại hình ưa nhìn (có thể là nhan sắc, cá tính, phong cách độc đáo), có hoặc không có tài năng đều được, có hoặc không có kinh nghiệm đều được.- Tài năng: Hát, nhảy, chơi nhạc cụ, độc thoại, nhại lại, v.v. (ít nhất thành thạo 1 kỹ năng).- Tư duy nhanh nhạy: Có khả năng diễn đạt ngôn ngữ tốt và khả năng xử lý tình huống trực tiếp, ưu tiên người có khả năng tiếng Anh hoặc tiếng Trung hoặc ngoại ngữ khác.-  Hợp tác với công ty: Hoàn thành các khóa đào tạo chuyên nghiệp.-  Yêu thích ngành truyền thông: Thái độ làm việc tích cực, có tinh thần trách nhiệm và đạo đức nghề nghiệp tốt.-  Ưu tiên: Cặp song sinh hoặc nhóm nhiều người.",24/03/2025 08:27,https://vieclam24h.vn/thong-tin-truyen-thong-quang-cao/nhan-vien-livestreams-tiktok-khong-yeu-cau-kinh-nghiem-c24p73id200530093.html?open_from=0201_2_8&search_id=965a0dbb43a7b8810996d623a20950b4
Phiên Dịch Tiếng Trung Tại Bình Dương (Đi Làm Ngay),Công Ty TNHH XD - TM - DV Quảng Lợi,"SH 20 ECOXUAN, LÁI THIÊU, THUẬN AN, BÌNH DƯƠNG",BÌNH DƯƠNG,Việt Nam,Chuyên viên- nhân viên,"Thông tin - Truyền thông - Quảng cáo, Biên phiên dịch, Xây dựng","- Có ít nhất 02 năm kinh nghiệm làm việc thực tế ở vị trí tương đương- Thành thạo tiếng Trung cả 4 kỹ năng- Nhanh nhẹn, siêng năng, cẩn thận, kỹ năng tin học thành thạo - CÓ THỂ NHẬN VIỆC NGAY",24/03/2025 08:26,https://vieclam24h.vn/thong-tin-truyen-thong-quang-cao/phien-dich-tieng-trung-tai-binh-duong-di-lam-ngay-c24p119id200524259.html?open_from=0201_2_9&search_id=965a0dbb43a7b8810996d623a20950b4
Nhân Viên Livestream Mỹ Phẩm Kênh Tiktok,Công Ty TNHH Động Học Stella,"03 Nguyễn Văn Đậu, Phường 5, Quận Phú Nhuận, TP.HCM.",TP.HCM.,Việt Nam,Chuyên viên- nhân viên,"Marketing, Thông tin - Truyền thông - Quảng cáo, Truyền hình - Báo chí - Biên tập","- Tốt nghiệp Cao đẳng chuyên ngành quan hệ công chúng, Quản trị kinh doanh hoặc các ngành liên quan.- Ưu tiên Nam/ LGBT- Ngoại hình khá, linh hoạt ngôn từ, giao tiếp tốt, xử lý tình huống nhanh.- Khả năng live, viết kịch bản livestream tốt- Có khả năng sáng tạo ý tưởng nội dung xây dựng sản phẩm- Ưu tiên ứng viên có kinh nghiệm chụp ảnh/chỉnh ảnh, quay video/chỉnh video bằng điện thoại ở mức độ cơ bản- Tin học văn phòng cơ bản.",24/03/2025 08:26,https://vieclam24h.vn/marketing/nhan-vien-livestream-my-pham-kenh-tiktok-c12p122id200529220.html?open_from=0201_2_10&search_id=965a0dbb43a7b8810996d623a20950b4
Trưởng Phòng Kinh Doanh Phát Triển Thị Trường,Công Ty Cổ Phần Sức Khoẻ Cộng Đồng New Light,"37-39 Trần Quang Diệu, Ô Chợ Dừa, Đống Đa, Hà nội",Hà nội,Việt Nam,Quản lý nhóm- giám sát,"Bán hàng - Kinh doanh, Chăm sóc khách hàng, Y tế - Chăm sóc sức khỏe","•    Độ tuổi từ 25-35. •    Học vấn:  Tốt nghiệp Đại học/ cao đẳng trở lên các ngành Kinh tế, Maketing, Quản trị KD•    Kinh nghiệm: Kiến thức, kinh nghiệm về Sale, Phát triển kinh doanh từ 5 years trở lên, trong đó có ít nhất 1 năm vị trí quản lý. Có kinh nghiệm quản lý chuỗi spa, trung tâm thẩm mỹ, phòng khám là điểm cộng•    Kỹ năng mềm: - Giao tiếp - Giải quyết vấn đề- Lập kế hoạch - Tổ chức hoạch định - Kiểm tra giám sát- Ra quyết định - Đàm phán thuyết phục- Quản lý dữ liệu -  Đào tạo nhân viên- Chăm sóc khách hàng-  Excel thành thạo - Tiếng Anh giao tiếp cơ bản•    Tố chất- Kiên trì, chịu được áp lực. Trung thực - Tự học hỏi- Đam mê, nhạy bén kinh doanh - Cẩn trọng.",24/03/2025 08:26,https://vieclam24h.vn/ban-hang-kinh-doanh/truong-phong-kinh-doanh-phat-trien-thi-truong-c13p73id200533362.html?open_from=0201_2_11&search_id=965a0dbb43a7b8810996d623a20950b4
Nhân Viên Tư Vấn Tân Bình - Đi Làm Ngay,Công Ty Cổ Phần BPO Mắt Bão,"12A Đường Núi Thành, Phường 13, Quận Tân Bình, TP. HCM, Việt Nam",Việt Nam,Việt Nam,Chuyên viên- nhân viên,"Bán sỉ - Bán lẻ - Quản lý cửa hàng, Bán hàng - Kinh doanh, Lao động phổ thông","- Chấp nhận ứng viên đang chờ bằng (Không nhận ứng viên còn vướng bận lịch học), có thể làm việc toàn thời gian, không nhận ứng viên ngoài độ tuổi từ 19-35.- Yêu cầu ứng viên có kinh nghiệm từ 6 tháng trở lên về Tư vấn, Chăm sóc khách hàng, Telesales, Bán hàng,...- Có trách nhiệm với công việc được giao, đảm bảo hiệu suất công việc- Nhiệt huyết, kỷ luật tốt, giao tiếp tốt, nhạy bén chủ động xử lý công việc, chịu được áp lực- Có định hướng phát triển và gắn bó lâu dài ở mảng Sale",24/03/2025 08:26,https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-tu-van-tan-binh-di-lam-ngay-c6p122id200526263.html?open_from=0201_2_12&search_id=965a0dbb43a7b8810996d623a20950b4
"Nhân Viên Kinh Doanh Mảng Thực Phẩm, Đồ Uống",Công Ty TNHH Sunny Foods,"No03, LK36 Khu DV 16-17-18A-18B Dương Nội, Hà Đông, Hà Nội",Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Bán sỉ - Bán lẻ - Quản lý cửa hàng, Thực phẩm - Đồ uống","- Có ít nhất từ 1 năm kinh nghiệm trong nghành F&B- Tuổi từ 25-40 tuổi (tuyển cả NAM VÀ NỮ) yêu thích kinh doanh- Tốt nghiệp từ Trung cấp trở lên- Thời gian làm việc: Từ thứ 2 - thứ 7, nghỉ chủ nhật. Làm hành chính: 8h-17h30 hàng ngày.",24/03/2025 08:26,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-mang-thuc-pham-do-uong-c13p73id200528098.html?open_from=0201_2_13&search_id=965a0dbb43a7b8810996d623a20950b4
Kỹ Sư Hiện Trường Xây Dựng Lương Cứng 12 + 15 Triệu + Thưởng % Dự Án,Công Ty Cổ Phần Đầu Tư Và Phát Triển Cửa Việt Nam,"216 Đê La Thành, phường Ô Chợ Dừa, quận Đống Đa, thành phồ Hà Nội",thành phồ Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Xây dựng, Quản lý dự án, Kiến trúc - Thiết kế nội ngoại thất","Nam, sức khỏe tốt;Tốt nghiệp Đại học, Cao đẳng chuyên ngành kỹ thuật, xây dựng;Có kinh nghiệm 02 năm trở lên tại vị trí tương đương;Có khả năng làm việc nhóm và làm việc độc lập.",24/03/2025 08:26,https://vieclam24h.vn/xay-dung/ky-su-hien-truong-xay-dung-luong-cung-12-15-trieu-thuong-du-an-c31p73id200520732.html?open_from=0201_2_14&search_id=965a0dbb43a7b8810996d623a20950b4
